score,truth
0.221466796,different
0.077552336,different
0.063550167,different
0.155654432,different
0.555909964,different
0.416121598,different
0.361857742,different
0.455969689,different
0.452540796,different
0.414367761,different
0.207811373,different
0.239673746,different
0.475575569,different
0.665390744,different
0.170578379,different
0.235989264,different
0.476551197,different
0.410562554,different
0.15998274,different
0.198765882,different
0.156632107,different
0.646108659,different
0.611145828,different
0.688770868,different
0.346253811,different
0.279001509,different
0.335684805,different
0.406199319,different
-0.053475404,different
0.006303591,different
0.013119271,different
-0.041755651,different
-0.016219712,different
0.324164875,different
-0.209147294,different
0.077046892,different
0.503210686,different
0.698866898,different
0.734652199,different
0.612480152,different
0.093455249,different
0.120619666,different
0.05075138,different
-0.074199847,different
0.150577985,different
0.257819785,different
0.300336275,different
0.350452898,different
0.2396084,different
0.275082739,different
0.222708213,different
0.209195046,different
0.101671619,different
0.345299456,different
0.149130704,different
-0.012560441,different
0.176085448,different
0.088373235,different
0.254423244,different
0.044968362,different
0.377599421,different
0.180947344,different
0.348396244,different
0.079143145,different
0.682218078,different
0.412197026,different
0.731022868,different
0.635693098,different
0.063316213,different
0.23475856,different
0.097630489,different
0.317858003,different
0.685926171,different
0.629637225,different
0.643774869,different
0.714173315,different
0.537160429,different
0.438135657,different
0.241247252,different
0.530008474,different
0.402096589,different
0.641873786,different
0.187469858,different
0.388661105,different
0.380493142,different
0.293145897,different
0.356837989,different
0.403420326,different
0.370278661,different
0.513925599,different
0.441456585,different
0.3607537,different
0.355576536,different
0.221739891,different
0.255418964,different
0.390014201,different
0.751235836,different
0.481283345,different
0.725526511,different
0.697887785,different
0.190787861,different
0.290202406,different
0.231195781,different
0.207325644,different
0.406581342,different
0.350642182,different
0.520780727,different
0.422144721,different
0.519075061,different
0.238433145,different
0.231756072,different
0.342013748,different
0.172107981,different
0.389261409,different
0.226958741,different
0.473312242,different
0.536598322,different
0.371660264,different
0.652026641,different
0.629565193,different
0.642914255,different
0.223992262,different
0.091986059,different
0.106593163,different
0.104852297,different
0.349601612,different
0.104050057,different
0.311358475,different
0.755260908,different
0.453912657,different
0.772550005,different
0.694706795,different
0.236495915,different
0.37969085,different
0.208360551,different
0.338198948,different
0.567594217,different
0.616877207,different
0.716681072,different
0.671481403,different
0.515310984,different
0.450259012,different
0.51398715,different
0.728064254,different
0.423468398,different
0.456376651,different
0.287800393,different
0.400789937,different
0.277282456,different
0.157822996,different
0.464396216,different
0.494820612,different
0.511488692,different
0.37741864,different
0.300725133,different
0.230346532,different
0.318718044,different
0.336492485,different
0.284393534,different
0.363468721,different
0.671838548,different
0.494803992,different
0.691088401,different
0.641818299,different
0.279367433,different
0.354115905,different
0.253605137,different
0.399186041,different
0.57137838,different
0.539395752,different
0.556068878,different
0.612245631,different
0.448693875,different
0.403073405,different
0.223481001,different
0.560703277,different
0.315362612,different
0.568635641,different
0.125967992,different
0.457750937,different
0.429545019,different
0.321502096,different
0.40823364,different
0.383787018,different
0.447245817,different
0.476122729,different
0.385112403,different
0.373641723,different
0.249490824,different
0.289112028,different
0.173488951,different
0.399801801,different
0.155272575,different
0.28061087,different
0.149776441,different
0.213095076,different
0.442209859,different
0.587669257,different
0.566583372,different
0.636968705,different
0.480599101,different
0.305513658,different
0.193503217,different
0.536149783,different
0.305549589,different
0.383013572,different
0.118026786,different
0.308767568,different
0.385512113,different
0.123702199,different
0.596804829,different
0.585518601,different
0.610379442,different
0.488338672,different
0.431958588,different
0.398651998,different
0.048276444,different
0.126705028,different
-0.030925875,different
0.232500088,different
0.258119365,different
0.386959003,different
0.257492997,different
0.29875642,different
0.257729302,different
0.315716843,different
0.398960602,different
0.276468215,different
0.402107068,different
0.342718017,different
0.322851886,different
0.648126316,different
0.385289282,different
0.547682087,different
0.187291814,different
0.556730728,different
0.53443146,different
0.482502702,different
0.513899033,different
0.47883773,different
0.505454892,different
0.286422516,different
0.216604536,different
0.400753881,different
0.187368481,different
0.40287325,different
0.248520002,different
0.276245205,different
-0.037735763,different
0.055068236,different
-0.083119517,different
0.037672046,different
0.665616193,different
0.734420203,different
0.746838819,different
0.808523483,different
0.678626865,different
0.328953486,different
0.253512666,different
0.556339722,different
0.377236669,different
0.494424383,different
0.170713813,different
0.368308247,different
0.509195028,different
0.241713587,different
0.558845167,different
0.538814437,different
0.581522801,different
0.510829583,different
0.496553577,different
0.466584926,different
0.099942788,different
0.14412544,different
-0.047499199,different
0.303586058,different
0.276885012,different
0.306683365,different
0.209655296,different
0.08562599,different
0.462527598,different
0.606260818,different
0.483131117,different
0.49973696,different
0.382952793,different
0.329645358,different
0.248213257,different
0.595033867,different
0.342939264,different
0.451722064,different
0.13656493,different
0.423539732,different
0.254766067,different
0.417372666,different
0.548048855,different
0.552047635,different
0.529353294,different
0.4490536,different
0.412950901,different
0.3522656,different
0.034696845,different
0.252767073,different
0.0375068,different
0.091471795,different
0.148576236,different
0.08802581,different
-0.029860966,different
-0.006516111,different
-0.042781265,different
0.204335045,different
0.245702478,different
0.264641842,different
0.233038386,different
0.210986323,different
0.274058874,different
0.313730484,different
0.04195276,different
0.241210907,different
0.251064549,different
0.240101011,different
0.250413831,different
0.051360837,different
0.190751283,different
0.164552422,different
0.228712075,different
0.327304359,different
0.369292762,different
-0.00159738,different
0.045995063,different
0.107025761,different
-0.038046437,different
-0.04972907,different
-0.04453056,different
0.248587385,different
0.218834986,different
0.269302736,different
0.247232259,different
0.247859331,different
0.292613066,different
0.198032874,different
0.084679704,different
0.119531103,different
0.407686881,different
0.310741623,different
0.400867783,different
0.135047782,different
0.231525906,different
0.24479232,different
0.2217586,different
0.340447198,different
0.417823514,different
0.121989717,different
0.201895967,different
0.199318585,different
0.057385904,different
0.023524846,different
0.108603692,different
0.235931754,different
0.247121561,different
0.220081495,different
0.237053843,different
0.298475342,different
0.227135819,different
0.305264728,different
0.183843768,different
0.313778401,different
0.263616986,different
0.15907282,different
0.243278915,different
0.183659801,different
0.239893851,different
0.294317485,different
0.231535874,different
0.234970956,different
0.33282548,different
0.097073421,different
0.321133324,different
0.393409945,different
0.264224666,different
0.263386825,different
0.253581865,different
0.275371855,different
0.229512316,different
0.323067772,different
0.331345653,different
0.37700424,different
0.250672007,different
0.135977254,different
0.28356995,different
0.160003854,different
0.084264019,different
0.016070763,different
0.064537772,different
0.315558911,different
0.365116255,different
0.359609034,different
0.278168755,different
0.132778649,different
0.266744943,different
0.159013934,different
0.35557899,different
0.270598802,different
0.375958689,different
0.429573574,different
0.663048481,different
0.187807296,different
0.370397195,different
0.609343978,different
0.431323091,different
0.269391215,different
0.267876918,different
0.297499934,different
0.576828854,different
0.454634449,different
0.519103137,different
0.223051574,different
0.291762108,different
0.234845451,different
0.321296762,different
0.429922403,different
0.391936828,different
0.589300034,different
0.461816635,different
0.668487148,different
0.259673842,different
0.345085,different
0.601635502,different
0.446135074,different
0.419169607,different
0.336021885,different
0.439717616,different
0.571195564,different
0.509470299,different
0.54688169,different
0.217421302,different
0.182778678,different
0.26101159,different
0.307628756,different
0.345817398,different
0.411686408,different
0.57107018,different
0.423222989,different
0.62115914,different
0.299261842,different
0.306591279,different
0.610292472,different
0.356258463,different
0.517295268,different
0.440591311,different
0.586350964,different
0.616455272,different
0.50763603,different
0.523831564,different
0.288566036,different
0.261646722,different
0.222263532,different
0.455015343,different
0.412666932,different
0.283843394,different
0.487323566,different
0.446214388,different
0.659094517,different
0.20674269,different
0.259102031,different
0.477109107,different
0.192310882,different
0.474702526,different
0.401950829,different
0.488892499,different
0.614590094,different
0.56452033,different
0.556700929,different
0.099485642,different
0.19141296,different
0.071131521,different
0.299259202,different
0.318862478,different
0.266315631,different
0.393533404,different
0.411543437,different
0.638257146,different
0.265610561,different
0.343611756,different
0.694206795,different
0.37317315,different
0.352458082,different
0.258835814,different
0.415088362,different
0.573002274,different
0.355194583,different
0.452613318,different
0.251985658,different
0.320424372,different
0.250540854,different
0.429656507,different
0.35204733,different
0.30487142,different
0.342034984,different
0.351010137,different
0.356692675,different
0.30941058,different
0.434455893,different
0.349490193,different
0.386654774,different
0.197666039,different
0.504011329,different
0.10342251,different
0.292905031,different
0.444631695,different
0.310589259,different
0.374145904,different
0.362073482,different
0.370858367,different
0.360821901,different
0.351544496,different
0.226610081,different
0.306766983,different
0.264354864,different
0.317478097,different
0.214337167,different
0.229318261,different
0.498237316,different
0.430362372,different
0.432344146,different
0.520970262,different
0.552985138,different
0.491098464,different
0.49578119,different
0.417627218,different
0.566374074,different
0.222311441,different
0.513712572,different
0.08759225,different
0.209693964,different
0.393585656,different
0.340506977,different
0.445375593,different
0.345093158,different
0.333101281,different
0.279847811,different
0.482627685,different
0.441309439,different
0.423255238,different
0.151061085,different
0.512971973,different
0.027781774,different
0.210695958,different
0.52309659,different
0.555210016,different
0.643219986,different
0.501367177,different
0.49078259,different
0.496979924,different
0.587095431,different
0.547704536,different
0.537706492,different
0.143019971,different
0.4524728,different
0.013745063,different
0.071704772,different
0.476219476,different
0.283090278,different
0.41911436,different
0.266801652,different
0.250110229,different
0.243361572,different
0.1960867,different
0.137468017,different
0.151487047,different
0.336824577,different
0.34400059,different
0.131783239,different
0.297176017,different
0.116665922,different
0.097384513,different
0.077500812,different
0.199847394,different
0.147522124,different
0.266542958,different
0.245902704,different
0.437760006,different
0.083823301,different
0.132399711,different
0.368874474,different
0.283144083,different
0.330095451,different
0.362786204,different
0.137583167,different
0.370654139,different
0.111111483,different
0.322092716,different
0.021926329,different
0.30676671,different
0.219923814,different
0.168309301,different
0.194500771,different
0.281422298,different
0.162981603,different
0.310110717,different
0.231047933,different
0.367803687,different
0.14677881,different
0.146216481,different
0.190004982,different
0.06827567,different
0.176315943,different
0.241573923,different
0.199575158,different
0.249757713,different
0.257368347,different
0.121271583,different
0.089933695,different
0.210775828,different
0.207054194,different
0.26395991,different
0.175922211,different
0.154603337,different
0.223485078,different
0.104700518,different
0.135872528,different
0.313112125,different
0.165820971,different
0.260357415,different
0.254206041,different
0.475868178,different
0.281594953,different
0.514778504,different
0.387071568,different
0.587048897,different
0.33003084,different
0.584565951,different
0.371574228,different
0.464718432,different
0.395616015,different
0.497431036,different
0.384208249,different
